Journal name,Created at,Gender,Demographics,Comment count,Comment quality,Editor experience,Professional status,Verdict,Second verdict,Response time,Time from acceptance to publication,Date of acceptance,Blurb
British Journal of Aesthetics,2009-08-10 04:00:00 UTC,Female,,1,4,4,Graduate student,Rejection,,1.5,,,
European Journal of Philosophy,2009-08-10 04:00:00 UTC,Male,,1,5,5,Tenure track faculty,Conditional acceptance,Acceptance,3.0,,,
Bulletin of the Hegel Society of Great Britain,2009-08-10 04:00:00 UTC,Male,,1,5,5,Tenured faculty,Acceptance,,3.0,8.0,,
European Journal of Philosophy,2009-08-10 04:00:00 UTC,Male,,1,3,5,Non-tenure track faculty,Rejection,,2.0,,,
Croatian Journal of Philosophy,2009-08-10 04:00:00 UTC,Male,,1,3,4,Non-tenure track faculty,Conditional acceptance,,1.0,,,
History of Philosophy Quarterly,2009-08-10 04:00:00 UTC,Male,,,1,1,Tenured faculty,Rejection,,5.0,,,
Dao,2009-08-10 04:00:00 UTC,Male,Asian,2,5,5,Tenured faculty,Conditional acceptance,Acceptance,3.0,9.0,,
International Journal of Philosophical Studies,2009-08-10 04:00:00 UTC,Male,,1,2,3,Tenured faculty,Revise and resubmit,Acceptance,,6.0,,
Journal of Aesthetics and Art Criticism,2009-08-10 04:00:00 UTC,Male,,,,5,Tenure track faculty,Acceptance,,2.0,,,
Journal of Aesthetics and Art Criticism,2009-08-10 04:00:00 UTC,Female,,1,1,3,Graduate student,Rejection,,2.0,,,
Journal of Applied Philosophy,2009-08-10 04:00:00 UTC,Male,,1,1,1,Tenured faculty,Revise and resubmit,Acceptance,8.0,12.0,,
Journal of Moral Philosophy,2009-08-10 04:00:00 UTC,,,1,1,4,Tenure track faculty,Rejection,,4.0,,,
Journal of Philosophy,2009-08-10 04:00:00 UTC,Male,,3,4,3,Non-tenure track faculty,Acceptance,,16.0,4.0,,
Journal of Philosophy,2009-08-10 04:00:00 UTC,Male,,,,2,Tenured faculty,Acceptance,,,6.0,,
Journal of Philosophy,2009-08-10 04:00:00 UTC,Male,,2,1,1,Tenured faculty,Rejection,,13.0,,,
Journal of Political Philosophy,2009-08-10 04:00:00 UTC,Male,,,1,1,Tenured faculty,Rejection,,1.0,,,
Journal of Political Philosophy,2009-08-10 04:00:00 UTC,,,,,4,Tenure track faculty,Rejection,,,,,
Journal of Political Philosophy,2009-08-10 04:00:00 UTC,,,,,4,Tenure track faculty,Rejection,,0.2,,,
Journal of Social Philosophy,2009-08-10 04:00:00 UTC,Male,,3,5,5,Tenured faculty,Revise and resubmit,Acceptance,5.0,6.0,,
Journal of the History of Philosophy,2009-08-10 04:00:00 UTC,,,,1,3,Graduate student,Rejection,,1.5,,,
Journal of the History of Philosophy,2009-08-10 04:00:00 UTC,Male,,,1,1,Tenured faculty,Rejection,,3.0,,,
Logique et Analyse,2009-08-10 04:00:00 UTC,Male,,1,4,3,Tenured faculty,Revise and resubmit,Acceptance,6.0,8.0,,
Mind,2009-08-10 04:00:00 UTC,Male,,1,2,,Other,Rejection,,4.0,,,
Monist,2009-08-10 04:00:00 UTC,Male,,0,,4,Other,Acceptance,,3.0,,,
Nous,2009-08-10 04:00:00 UTC,Male,White,,,1,Tenure track faculty,Rejection,,4.0,,,
Oxford Studies in Ancient Philosophy,2009-08-10 04:00:00 UTC,Male,,2,5,5,Non-tenure track faculty,Acceptance,,2.0,,,
Philosophers’ Imprint,2009-08-10 04:00:00 UTC,Female,,2,3,5,Graduate student,Revise and resubmit,Acceptance,8.0,8.0,,
Philosophers’ Imprint,2009-08-10 04:00:00 UTC,Male,,2,4,5,Tenured faculty,Rejection,,3.0,,,
Philosophers’ Imprint,2009-08-10 04:00:00 UTC,Male,,2,5,5,Tenure track faculty,Revise and resubmit,Rejection,2.0,,,
Philosophers’ Imprint,2009-08-10 04:00:00 UTC,Male,,,,4,Non-tenure track faculty,Rejection,,2.0,,,
Philosophia: Philosophical Quarterly of Israel,2009-08-10 04:00:00 UTC,,,2,5,4,Tenure track faculty,Rejection,,4.0,,,
Philosophia: Philosophical Quarterly of Israel,2009-08-10 04:00:00 UTC,,,2,3,4,Graduate student,Revise and resubmit,Acceptance,2.5,,,
Philosophia: Philosophical Quarterly of Israel,2009-08-10 04:00:00 UTC,Male,,1,2,3,Non-tenure track faculty,Acceptance,,1.0,7.0,,
Philosophical Quarterly,2009-08-10 04:00:00 UTC,Male,,2,1,2,Tenured faculty,Rejection,,4.0,,,
Philosophical Quarterly,2009-08-10 04:00:00 UTC,Male,,,,3,Tenured faculty,Rejection,,,,,
Philosophical Quarterly,2009-08-10 04:00:00 UTC,Male,,,,5,Graduate student,Rejection,,0.5,,,
Philosophical Psychology,2009-08-10 04:00:00 UTC,Female,,1,5,4,Graduate student,Revise and resubmit,Acceptance,6.0,12.0,,
Acta Analytica,2009-08-09 04:00:00 UTC,Female,,1,4,5,Non-tenure track faculty,Revise and resubmit,Acceptance,1.3,1.0,,
Journal of Philosophical Research,2009-08-09 04:00:00 UTC,Male,,2,4,5,Non-tenure track faculty,Revise and resubmit,Acceptance,3.0,,,
Philosophical Psychology,2009-08-09 04:00:00 UTC,Male,German,1,3,4,Graduate student,Acceptance,,0.3,4.0,,
British Journal of Aesthetics,2009-08-09 04:00:00 UTC,Male,,1,1,1,Tenure track faculty,Rejection,,4.0,,,
American Philosophical Quarterly,2009-08-09 04:00:00 UTC,Male,White,1,5,5,Tenure track faculty,Revise and resubmit,Acceptance,1.0,9.0,,
Journal of Philosophy,2009-08-09 04:00:00 UTC,Male,White,1,3,2,Tenure track faculty,Rejection,,17.0,,,
Philosophical Psychology,2009-08-09 04:00:00 UTC,Female,russian,2,,4,Tenure track faculty,Revise and resubmit,Acceptance,3.0,6.0,,
Canadian Journal of Philosophy,2009-08-09 04:00:00 UTC,Male,,2,4,3,Graduate student,Conditional acceptance,Acceptance,17.0,10.0,,
American Philosophical Quarterly,2009-08-09 04:00:00 UTC,Female,,1,5,4,Graduate student,Rejection,Rejection,0.5,,,
Journal of Philosophy,2009-08-09 04:00:00 UTC,Male,White,,,3,Graduate student,Rejection,,4.0,,,
Philosophical Review,2009-08-09 04:00:00 UTC,Female,,,,,Tenure track faculty,Rejection,,8.0,,,
Canadian Journal of Philosophy,2009-08-09 04:00:00 UTC,Male,White,1,4,5,Tenured faculty,Acceptance,,2.0,,,
American Philosophical Quarterly,2009-08-09 04:00:00 UTC,Male,Roma,2,4,5,Tenured faculty,Acceptance,,1.5,6.0,,
Journal of Philosophy,2009-08-09 04:00:00 UTC,Male,White,1,2,5,Graduate student,Acceptance,,7.0,10.5,,
Philosophical Review,2009-08-09 04:00:00 UTC,,,2,5,5,Tenure track faculty,Revise and resubmit,Acceptance,7.0,3.0,,
Dialectica,2009-08-09 04:00:00 UTC,Male,,3,4,3,Tenured faculty,Acceptance,,8.0,,,
Apeiron,2009-08-09 04:00:00 UTC,Male,White,1,4,,Tenure track faculty,Revise and resubmit,,1.5,,,
Journal of Philosophy,2009-08-09 04:00:00 UTC,Male,White,,,1,Tenure track faculty,Rejection,,9.75,,,
Philosophical Review,2009-08-09 04:00:00 UTC,Male,,,,1,Tenured faculty,Rejection,,4.0,,,
Dialectica,2009-08-09 04:00:00 UTC,Male,,1,3,3,Non-tenure track faculty,Revise and resubmit,Withdraw,6.0,,,
Australasian Journal of Philosophy,2009-08-09 04:00:00 UTC,Male,,2,1,5,Tenure track faculty,Rejection,,1.0,,,
Journal of Religious Ethics,2009-08-09 04:00:00 UTC,Male,White,,,5,Graduate student,Acceptance,,0.5,,,
Philosophical Review,2009-08-09 04:00:00 UTC,Male,,,1,1,Tenure track faculty,Rejection,,8.0,,,
Dialectica,2009-08-09 04:00:00 UTC,Male,White,2,4,4,Tenure track faculty,Revise and resubmit,Acceptance,5.0,3.0,,
Australasian Journal of Philosophy,2009-08-09 04:00:00 UTC,Male,,1,5,5,Non-tenure track faculty,Revise and resubmit,Acceptance,4.0,18.0,,
Journal of Religious Ethics,2009-08-09 04:00:00 UTC,Male,,2,5,5,Non-tenure track faculty,Acceptance,,3.0,14.0,,
Philosophical Review,2009-08-09 04:00:00 UTC,Male,,1,3,2,Tenure track faculty,Rejection,,7.0,,,
Dialectica,2009-08-09 04:00:00 UTC,Male,White,2,3,1,Tenure track faculty,Revise and resubmit,Rejection,6.0,,,
Australasian Journal of Philosophy,2009-08-09 04:00:00 UTC,Male,mixed race,1,2,4,Non-tenure track faculty,Rejection,,0.75,,,
Journal of Social Philosophy,2009-08-09 04:00:00 UTC,Male,White,2,4,5,Tenure track faculty,Revise and resubmit,Acceptance,3.0,6.0,,
Philosophical Review,2009-08-09 04:00:00 UTC,Male,White,,,3,Graduate student,Rejection,,4.0,,,
Australasian Journal of Philosophy,2009-08-09 04:00:00 UTC,Male,White,1,5,3,Graduate student,Rejection,,0.3,,,
Journal of Social Philosophy,2009-08-09 04:00:00 UTC,Male,,2,4,4,Graduate student,Revise and resubmit,Rejection,4.0,,,
Philosophical Review,2009-08-09 04:00:00 UTC,Male,White,,,,Tenure track faculty,Rejection,,3.0,,,
Australasian Journal of Philosophy,2009-08-09 04:00:00 UTC,Male,,2,5,4,Non-tenure track faculty,Revise and resubmit,Acceptance,4.0,15.0,,
Journal of the History of Philosophy,2009-08-09 04:00:00 UTC,Male,,2,4,5,Tenured faculty,Acceptance,,1.0,12.0,,
Philosophical Review,2009-08-09 04:00:00 UTC,Male,White,,,,Graduate student,Rejection,,4.75,,,
Australasian Journal of Philosophy,2009-08-09 04:00:00 UTC,,,1,3,5,Tenure track faculty,Rejection,,0.75,,,
Journal of the History of Philosophy,2009-08-09 04:00:00 UTC,Male,White,,,,Graduate student,Rejection,,1.0,,,
Philosophical Review,2009-08-09 04:00:00 UTC,Male,White,,,,Graduate student,Rejection,,6.75,,,
Australasian Journal of Philosophy,2009-08-09 04:00:00 UTC,Male,,1,3,4,Tenure track faculty,Rejection,,2.0,,,
Journal of the History of Philosophy,2009-08-09 04:00:00 UTC,,,,,3,Tenure track faculty,Rejection,,3.0,,,
Philosophical Review,2009-08-09 04:00:00 UTC,Male,White,,,,Graduate student,Rejection,,2.5,,,
Australasian Journal of Philosophy,2009-08-09 04:00:00 UTC,Female,,1,5,4,Graduate student,Rejection,Rejection,0.5,,,
Journal of Value Inquiry,2009-08-09 04:00:00 UTC,Male,,1,4,4,Tenure track faculty,Revise and resubmit,Acceptance,7.0,2.0,,
Philosophical Review,2009-08-09 04:00:00 UTC,Male,,,,1,Tenured faculty,Rejection,,11.0,,,
Australasian Journal of Philosophy,2009-08-09 04:00:00 UTC,Male,,2,5,5,Tenure track faculty,Revise and resubmit,Acceptance,2.0,,,
Mind and Language,2009-08-09 04:00:00 UTC,Male,,,,2,Tenured faculty,Revise and resubmit,,7.0,,,
Philosophical Review,2009-08-09 04:00:00 UTC,,,,,1,Tenure track faculty,Rejection,,9.0,,,
Australasian Journal of Philosophy,2009-08-09 04:00:00 UTC,Male,,2,3,4,Graduate student,Revise and resubmit,Acceptance,0.5,10.0,,
Mind and Language,2009-08-09 04:00:00 UTC,Male,,,,1,Non-tenure track faculty,Rejection,,0.5,,,
Philosophical Review,2009-08-09 04:00:00 UTC,Male,White,,,4,Graduate student,Rejection,,7.5,,,
Analysis,2009-08-09 04:00:00 UTC,,,,1,4,Tenured faculty,Acceptance,,0.66,,,
Mind and Language,2009-08-09 04:00:00 UTC,Male,,,,2,Non-tenure track faculty,Rejection,,0.1,,,
Philosophical Review,2009-08-09 04:00:00 UTC,,,1,2,2,Tenure track faculty,Rejection,,11.0,,,
Analysis,2009-08-09 04:00:00 UTC,Male,,,,5,Tenure track faculty,Rejection,,0.5,,,
Mind and Language,2009-08-09 04:00:00 UTC,Male,,,,2,Non-tenure track faculty,Rejection,,0.25,,,
Philosophy and Public Affairs,2009-08-09 04:00:00 UTC,Male,,,,3,Tenured faculty,Rejection,,1.0,,,
Analysis,2009-08-09 04:00:00 UTC,,,,,1,Tenure track faculty,Rejection,,,,,
Mind and Language,2009-08-09 04:00:00 UTC,Female,,2,4,2,Graduate student,Revise and resubmit,Acceptance,4.0,,,
Philosophical Studies,2009-08-09 04:00:00 UTC,,,1,4,4,Graduate student,Acceptance,Acceptance,3.0,,,
Analysis,2009-08-09 04:00:00 UTC,Male,,,,3,Graduate student,Rejection,,0.5,,,
Mind,2009-08-09 04:00:00 UTC,,,1,1,1,Other,Revise and resubmit,Rejection,18.0,,,
Philosophical Studies,2009-08-09 04:00:00 UTC,Male,,1,4,4,Graduate student,Conditional acceptance,Acceptance,1.0,1.0,,
Analysis,2009-08-09 04:00:00 UTC,Male,,,,4,Other,Rejection,,0.5,,,
Mind,2009-08-09 04:00:00 UTC,Male,,1,3,1,Other,Rejection,,7.0,,,
Philosophical Studies,2009-08-09 04:00:00 UTC,Male,Asian,,,4,Graduate student,Rejection,,1.25,,,
Analysis,2009-08-09 04:00:00 UTC,,,1,1,3,Tenure track faculty,Rejection,,0.5,,,
Mind,2009-08-09 04:00:00 UTC,Male,mixed race,1,3,4,Other,Rejection,,2.25,,,
Philosophical Studies,2009-08-09 04:00:00 UTC,Male,White,,,,Graduate student,Rejection,,3.0,,,
Analysis,2009-08-09 04:00:00 UTC,Male,White,,,,Tenure track faculty,Rejection,,0.25,,,
Mind,2009-08-09 04:00:00 UTC,Male,Asian,1,5,4,Other,Revise and resubmit,Acceptance,3.0,,,
Philosophical Studies,2009-08-09 04:00:00 UTC,Male,White,1,3,5,Tenure track faculty,Acceptance,,1.75,,,
Analysis,2009-08-09 04:00:00 UTC,Male,White,,,4,Tenure track faculty,Rejection,,0.5,,,
Mind,2009-08-09 04:00:00 UTC,Male,,2,4,4,Other,Conditional acceptance,Acceptance,6.0,5.0,,
Philosophical Studies,2009-08-09 04:00:00 UTC,Male,White,,,4,Tenure track faculty,Acceptance,,2.5,1.0,,
Analysis,2009-08-09 04:00:00 UTC,Male,White,1,1,3,Tenure track faculty,Rejection,,0.75,,,
Mind,2009-08-09 04:00:00 UTC,Male,White,,,4,Other,Acceptance,,3.0,,,
Philosophical Studies,2009-08-09 04:00:00 UTC,Female,,3,4,4,Graduate student,Conditional acceptance,Acceptance,,,,
Analysis,2009-08-09 04:00:00 UTC,Male,White,,1,4,Tenure track faculty,Rejection,,0.66,,,
Mind,2009-08-09 04:00:00 UTC,Male,White,1,4,,Other,Rejection,,2.5,,,
Philosophical Studies,2009-08-09 04:00:00 UTC,Female,,2,3,4,Graduate student,Acceptance,,4.0,36.0,,
Analysis,2009-08-09 04:00:00 UTC,Male,White,,,,Tenure track faculty,Rejection,,0.25,,,
Mind,2009-08-09 04:00:00 UTC,Male,White,,,,Other,Rejection,,2.0,,,
Philosophical Studies,2009-08-09 04:00:00 UTC,Male,,1,4,4,Graduate student,Rejection,,1.0,,,
Analysis,2009-08-09 04:00:00 UTC,,,,,,Tenure track faculty,Rejection,,0.75,,,
Mind,2009-08-09 04:00:00 UTC,Male,White,3,5,4,Other,Rejection,,4.0,,,
Philosophy and Social Criticism,2009-08-09 04:00:00 UTC,Male,White,,,3,Tenure track faculty,Acceptance,,1.0,,,
Analysis,2009-08-09 04:00:00 UTC,Male,,,,5,Graduate student,Rejection,,1.5,,,
Mind,2009-08-09 04:00:00 UTC,Female,White,2,2,3,Other,Rejection,,6.3,,,
Philosophy and Phenomenological Research,2009-08-09 04:00:00 UTC,,,1,2,,Tenure track faculty,Rejection,,5.0,,,
Analysis,2009-08-09 04:00:00 UTC,Male,White,,,3,Graduate student,Rejection,,0.5,,,
Monist,2009-08-09 04:00:00 UTC,Male,Asian,0,,1,Tenured faculty,Rejection,,7.0,,,
Philosophy and Phenomenological Research,2009-08-09 04:00:00 UTC,,,1,2,,Non-tenure track faculty,Rejection,,1.0,,,
Analysis,2009-08-09 04:00:00 UTC,Male,Roma,,,1,Tenured faculty,Rejection,,0.5,,,
Notre Dame Journal of Formal Logic,2009-08-09 04:00:00 UTC,Male,,1,5,5,Tenured faculty,Conditional acceptance,Acceptance,1.5,,,
Philosophy and Phenomenological Research,2009-08-09 04:00:00 UTC,Male,White,1,5,5,Graduate student,Rejection,,0.25,,,
Analysis,2009-08-09 04:00:00 UTC,Male,,,,2,Tenure track faculty,Rejection,,1.0,,,
Nous,2009-08-09 04:00:00 UTC,,,,,,Tenure track faculty,Rejection,,3.0,,,
Philosophy and Phenomenological Research,2009-08-09 04:00:00 UTC,Male,Asian,,,4,Graduate student,Rejection,,1.0,,,
British Journal for the History of Philosophy,2009-08-09 04:00:00 UTC,Male,White,,,,Graduate student,Rejection,,1.5,,,
Nous,2009-08-09 04:00:00 UTC,,,,,1,Tenured faculty,Rejection,,4.0,,,
Philosophy and Phenomenological Research,2009-08-09 04:00:00 UTC,Male,White,,,4,Tenure track faculty,Rejection,,1.0,,,
British Journal for the Philosophy of Science,2009-08-09 04:00:00 UTC,Male,,3,4,4,Tenure track faculty,Conditional acceptance,Acceptance,4.0,9.0,,
Nous,2009-08-09 04:00:00 UTC,Male,Asian,,,4,Graduate student,Rejection,,1.3,,,
Philosophy and Phenomenological Research,2009-08-09 04:00:00 UTC,Male,,1,3,,Non-tenure track faculty,Rejection,,2.5,,,
British Journal for the Philosophy of Science,2009-08-09 04:00:00 UTC,Male,White,2,3,5,Graduate student,Rejection,,2.0,,,
Nous,2009-08-09 04:00:00 UTC,Male,,,,3,Non-tenure track faculty,Rejection,,1.75,,,
Philosophy and Phenomenological Research,2009-08-09 04:00:00 UTC,Male,,1,3,3,Non-tenure track faculty,Rejection,,1.0,,,
British Journal for the Philosophy of Science,2009-08-09 04:00:00 UTC,Male,White,2,5,5,Tenure track faculty,Revise and resubmit,Acceptance,2.5,,,
Nous,2009-08-09 04:00:00 UTC,Male,White,1,4,,Tenure track faculty,Revise and resubmit,Acceptance,4.0,14.0,,
Philosophy and Phenomenological Research,2009-08-09 04:00:00 UTC,Male,,,,3,Graduate student,Rejection,,2.0,,,
British Journal for the Philosophy of Science,2009-08-09 04:00:00 UTC,Male,White,1,5,5,Graduate student,Acceptance,,3.0,24.0,,
Nous,2009-08-09 04:00:00 UTC,Male,White,1,3,4,Tenure track faculty,Rejection,,6.0,,,
Philosophy and Phenomenological Research,2009-08-09 04:00:00 UTC,Male,White,,,,Tenure track faculty,Rejection,,3.5,,,
Erkenntnis,2009-08-09 04:00:00 UTC,Male,,2,3,4,Non-tenure track faculty,Rejection,,4.0,,,
Nous,2009-08-09 04:00:00 UTC,Male,,1,1,1,Tenure track faculty,Rejection,,2.5,,,
Philosophy and Phenomenological Research,2009-08-09 04:00:00 UTC,Male,,1,1,1,Tenured faculty,Rejection,,2.5,,,
Erkenntnis,2009-08-09 04:00:00 UTC,Male,,2,3,5,Graduate student,Rejection,,4.0,,,
Nous,2009-08-09 04:00:00 UTC,Female,White,,,5,Tenured faculty,Acceptance,,3.0,,,
Philosophy and Phenomenological Research,2009-08-09 04:00:00 UTC,Male,,1,1,1,Tenured faculty,Rejection,,2.5,,,
Ethical Theory and Moral Practice,2009-08-09 04:00:00 UTC,Female,,1,2,3,Other,Rejection,,7.5,,,
Nous,2009-08-09 04:00:00 UTC,Male,,1,1,1,Tenure track faculty,Rejection,,2.5,,,
Philosophy and Phenomenological Research,2009-08-09 04:00:00 UTC,,,1,5,5,Tenure track faculty,Revise and resubmit,Acceptance,5.0,,,
Ethical Theory and Moral Practice,2009-08-09 04:00:00 UTC,Female,,2,3,4,Tenure track faculty,Revise and resubmit,,4.0,,,
Nous,2009-08-09 04:00:00 UTC,Female,White,1,4,5,Tenured faculty,Acceptance,,4.0,18.0,,
Phronesis,2009-08-09 04:00:00 UTC,Male,,,,2,Tenure track faculty,Rejection,,8.0,,,
Ethical Theory and Moral Practice,2009-08-09 04:00:00 UTC,Female,,2,4,4,Tenure track faculty,Revise and resubmit,Acceptance,,2.0,,
Nous,2009-08-09 04:00:00 UTC,,,1,5,5,Tenure track faculty,Revise and resubmit,Acceptance,5.0,,,
Phronesis,2009-08-09 04:00:00 UTC,Male,,1,2,3,Graduate student,Rejection,,7.0,,,
Ethics,2009-08-09 04:00:00 UTC,Male,,1,2,4,Tenure track faculty,Rejection,,0.25,,,
Pacific Philosophical Quarterly,2009-08-09 04:00:00 UTC,Male,White,1,5,3,Graduate student,Rejection,,4.0,,,
Phronesis,2009-08-09 04:00:00 UTC,,,,,,Tenure track faculty,Rejection,,7.0,,,
Ethics,2009-08-09 04:00:00 UTC,Male,White,,,5,Graduate student,Rejection,,0.25,,,
Pacific Philosophical Quarterly,2009-08-09 04:00:00 UTC,Male,White,1,,3,Tenure track faculty,Rejection,,14.0,,,
Philosophy,2009-08-09 04:00:00 UTC,Male,,,,,Tenure track faculty,Rejection,,3.0,,,
Ethics,2009-08-09 04:00:00 UTC,Female,russian,2,5,5,Tenure track faculty,Rejection,,2.0,,,
Pacific Philosophical Quarterly,2009-08-09 04:00:00 UTC,,,1,4,3,Tenure track faculty,Rejection,,9.0,,,
Philosophy,2009-08-09 04:00:00 UTC,,,,,,Tenure track faculty,Rejection,,0.5,,,
European Journal of Philosophy,2009-08-09 04:00:00 UTC,Male,White,1,4,4,Tenure track faculty,Rejection,,2.0,,,
Pacific Philosophical Quarterly,2009-08-09 04:00:00 UTC,Male,,1,4,5,Tenure track faculty,Acceptance,,25.0,4.0,,
Political Theory,2009-08-09 04:00:00 UTC,Male,,2,5,5,Tenured faculty,Revise and resubmit,Acceptance,4.0,6.0,,
Faith and Philosophy,2009-08-09 04:00:00 UTC,,,2,1,4,Non-tenure track faculty,Rejection,,8.5,,,
Pacific Philosophical Quarterly,2009-08-09 04:00:00 UTC,,,1,4,,Graduate student,Rejection,,3.0,,,
Ratio,2009-08-09 04:00:00 UTC,Male,,,,5,Non-tenure track faculty,Acceptance,,3.0,12.0,,
History of Philosophy Quarterly,2009-08-09 04:00:00 UTC,Male,White,,,,Tenure track faculty,Rejection,,1.0,,,
Pacific Philosophical Quarterly,2009-08-09 04:00:00 UTC,Male,Roma,1,2,3,Tenured faculty,Rejection,,6.0,,,
Social Theory and Practice,2009-08-09 04:00:00 UTC,,,1,2,4,Graduate student,Revise and resubmit,Rejection,2.0,,,
History of Philosophy Quarterly,2009-08-09 04:00:00 UTC,Male,,1,4,4,Tenure track faculty,Conditional acceptance,Acceptance,,7.0,,
Philo,2009-08-09 04:00:00 UTC,Male,,1,4,4,Graduate student,Rejection,,2.0,,,
Social Theory and Practice,2009-08-09 04:00:00 UTC,,,2,4,,Tenure track faculty,Rejection,,3.0,,,
History of Philosophy Quarterly,2009-08-09 04:00:00 UTC,Male,0.5,,,4,Tenured faculty,Rejection,,,,,
Philosophers’ Imprint,2009-08-09 04:00:00 UTC,Male,White,,,3,Graduate student,Rejection,,1.0,,,
Studies in History and Philosophy of Science Part A,2009-08-09 04:00:00 UTC,Male,White,2,5,5,Tenure track faculty,Revise and resubmit,Acceptance,3.5,2.5,,
Inquiry,2009-08-09 04:00:00 UTC,Male,,2,5,5,Other,Acceptance,,4.0,,,
Philosophers’ Imprint,2009-08-09 04:00:00 UTC,Male,,,,4,Graduate student,Rejection,,1.1,,,
Utilitas,2009-08-09 04:00:00 UTC,Male,,1,1,3,Graduate student,Revise and resubmit,Acceptance,8.0,,,
Inquiry,2009-08-09 04:00:00 UTC,Male,White,2,2,3,Tenure track faculty,Rejection,,3.0,,,
Philosophers’ Imprint,2009-08-09 04:00:00 UTC,Female,russian,,,4,Tenure track faculty,Rejection,,1.0,,,
Review of Metaphysics,2009-08-09 04:00:00 UTC,Male,White,,,5,Non-tenure track faculty,Acceptance,,2.0,,,
Inquiry,2009-08-09 04:00:00 UTC,Male,White,2,3,4,Tenure track faculty,Revise and resubmit,Rejection,3.0,,,
Philosophia: Philosophical Quarterly of Israel,2009-08-09 04:00:00 UTC,Male,,1,1,4,Non-tenure track faculty,Rejection,,1.0,,,
Philosophical Forum,2009-08-09 04:00:00 UTC,,,1,4,5,Graduate student,Rejection,,1.0,,,
International Journal of Philosophical Studies,2009-08-09 04:00:00 UTC,Male,White,1,3,1,Tenure track faculty,Conditional acceptance,Acceptance,12.0,2.0,,
Philosophia: Philosophical Quarterly of Israel,2009-08-09 04:00:00 UTC,Male,White,3,4,4,Graduate student,Revise and resubmit,Acceptance,5.0,5.0,,
Synthese,2009-08-09 04:00:00 UTC,Male,,2,5,4,Graduate student,Revise and resubmit,Acceptance,0.75,1.0,,
International Journal of Philosophical Studies,2009-08-09 04:00:00 UTC,Male,White,2,1,2,Non-tenure track faculty,Rejection,,6.5,,,
Philosophia Mathematica,2009-08-09 04:00:00 UTC,Male,,2,5,5,Tenure track faculty,Revise and resubmit,Acceptance,6.0,8.0,,
Synthese,2009-08-09 04:00:00 UTC,Male,White,2,5,5,Graduate student,Revise and resubmit,Acceptance,3.0,,,
Journal of Aesthetics and Art Criticism,2009-08-09 04:00:00 UTC,Male,,1,4,5,Non-tenure track faculty,Revise and resubmit,Acceptance,3.0,4.0,,
