"id","Journal_name","Create_date","Gender","Demographics","Comment_count","Comment_quality","Editor_experience","Professional_status","Verdict","Second_verdict","Response_time"
8942,"Ethics","2009-01-01 05:00:00 UTC","Male","White",0,"","","Graduate student","Rejection","",1.13
8943,"Pacific Philosophical Quarterly","2009-01-01 05:00:00 UTC","","",0,"","3","Graduate student","Rejection","",0.5
8944,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","","",2,"5","5","Tenured faculty","Revise and resubmit","Acceptance",1.5
8945,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Rejection","Rejection",2.0
8946,"Journal of Philosophy","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",2.0
8947,"Nous","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Revise and resubmit","Acceptance",3.0
8948,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Revise and resubmit","Acceptance",9.0
8949,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Revise and resubmit","Acceptance",1.0
8950,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","Female","White",0,"","","Non-tenure track faculty","Rejection","",3.0
8951,"European Journal of Philosophy","2009-01-01 05:00:00 UTC","Male","",2,"3","5","Other","Revise and resubmit","Acceptance",1.5
8952,"Philosophers' Imprint","2009-01-01 05:00:00 UTC","Male","White",0,"","2","Graduate student","Rejection","",1.0
8953,"Journal of Ethics & Social Philosophy","2009-01-01 05:00:00 UTC","Male","White",0,"","","Graduate student","Rejection","",0.25
8954,"Synthese","2009-01-01 05:00:00 UTC","","",2,"5","","Graduate student","Rejection","",2.0
8955,"Philosophia","2009-01-01 05:00:00 UTC","Male","",0,"","5","Graduate student","Acceptance","",5.0
8956,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Rejection","",1.0
8957,"Journal of Philosophy","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Revise and resubmit","Acceptance",16.0
8958,"Nous","2009-01-01 05:00:00 UTC","","",2,"4","","Other","Acceptance","",2.0
8959,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Conditional acceptance","Acceptance",2.0
8960,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",1.5
8961,"Philosophers' Imprint","2009-01-01 05:00:00 UTC","Female","White",0,"","","Tenure track faculty","Rejection","",3.0
8962,"Synthese","2009-01-01 05:00:00 UTC","Male","White",3,"3","5","Tenure track faculty","Revise and resubmit","",8.0
8963,"Analysis","2009-01-01 05:00:00 UTC","Male","White",1,"2","3","Graduate student","Rejection","",2.5
8964,"Ethical Theory and Moral Practice","2009-01-01 05:00:00 UTC","Male","White",2,"4","","Graduate student","Rejection","",1.87
8966,"Ratio","2009-01-01 05:00:00 UTC","","",0,"","","Non-tenure track faculty","Rejection","",3.0
8967,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Rejection","",3.0
8968,"Journal of Philosophy","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Rejection","",14.0
8969,"Nous","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Rejection","",2.0
8970,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Rejection","Rejection",4.0
8971,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Revise and resubmit","Acceptance",3.0
8972,"Philosophical Studies","2009-01-01 05:00:00 UTC","Female","White",0,"","","Tenure track faculty","Rejection","",3.0
8974,"Synthese","2009-01-01 05:00:00 UTC","","",3,"2","3","Other","Rejection","",4.6
8975,"American Philosophical Quarterly","2009-01-01 05:00:00 UTC","Male","White",2,"4","","Graduate student","Rejection","",3.67
8976,"Analysis","2009-01-01 05:00:00 UTC","","",2,"4","5","Tenure track faculty","Revise and resubmit","Acceptance",3.3
8977,"Analysis","2009-01-01 05:00:00 UTC","Male","Hispanic/Latina/Latino",1,"4","5","Graduate student","Rejection","",1.0
8978,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","","",3,"3","","Other","Revise and resubmit","",3.0
8979,"Journal of Philosophy","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Rejection","",16.0
8980,"Nous","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",1.75
8981,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Revise and resubmit","Acceptance",5.5
8982,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Rejection","",5.0
8983,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","Female","White",0,"","","Tenure track faculty","Rejection","",2.0
8984,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","Male","Mexican",1,"5","","Tenure track faculty","Rejection","",0.3
8985,"Philosophical Studies","2009-01-01 05:00:00 UTC","Male","Asian",1,"1","","Tenure track faculty","Rejection","",2.5
8986,"Journal of Ethics & Social Philosophy","2009-01-01 05:00:00 UTC","Male","White",0,"","","Graduate student","Rejection","",0.25
8988,"Philosophia","2009-01-01 05:00:00 UTC","","",1,"4","5","Graduate student","Rejection","",2.1
8989,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","","",2,"3","","Other","Rejection","",6.0
8990,"Journal of Philosophy","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",12.0
8991,"Nous","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Rejection","",1.5
8992,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Rejection","",1.75
8993,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",1.0
8994,"Nous","2009-01-01 05:00:00 UTC","Male","White",2,"4","4","Graduate student","Revise and resubmit","Acceptance",3.0
8996,"Ethics","2009-01-01 05:00:00 UTC","Male","White",0,"","4","Tenured faculty","Rejection","",1.0
8997,"Synthese","2009-01-01 05:00:00 UTC","Male","Hispanic/Latina/Latino",2,"4","5","Graduate student","Revise and resubmit","Acceptance",2.0
8998,"Inquiry","2009-01-01 05:00:00 UTC","","",0,"","","Graduate student","Rejection","",1.0
8999,"Southwest Philosophy Review","2009-01-01 05:00:00 UTC","","",2,"4","5","Graduate student","Rejection","",4.5
9000,"Analysis","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",0.25
9001,"Journal of Philosophy","2009-01-01 05:00:00 UTC","","",0,"","","Other","Acceptance","",12.0
9002,"Nous","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Rejection","",2.0
9004,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",1.0
9005,"Apeiron","2009-01-01 05:00:00 UTC","","",1,"4","4","Tenure track faculty","Conditional acceptance","Acceptance",4.0
9006,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","Male","White",2,"3","5","Tenured faculty","Revise and resubmit","Acceptance",2.5
9007,"Journal of Ethics & Social Philosophy","2009-01-01 05:00:00 UTC","Male","White",0,"","4","Tenured faculty","Rejection","",0.25
9008,"Journal of Moral Philosophy","2009-01-01 05:00:00 UTC","","",2,"4","3","Tenured faculty","Revise and resubmit","Acceptance",4.0
9009,"International Journal for Philosophy of Religion","2009-01-01 05:00:00 UTC","","",1,"3","","Graduate student","Rejection","",1.0
9010,"Journal of Ethics & Social Philosophy","2009-01-01 05:00:00 UTC","Male","White",0,"","3","Graduate student","Rejection","",0.07
9011,"Analysis","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",0.5
9012,"Mind","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Revise and resubmit","Rejection",22.0
9013,"Nous","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",1.75
9014,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Rejection","",4.0
9015,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",3.0
9016,"Ancient Philosophy","2009-01-01 05:00:00 UTC","","",1,"1","4","Tenure track faculty","Rejection","",8.0
9017,"Ethics","2009-01-01 05:00:00 UTC","Male","White",2,"5","5","Tenured faculty","Rejection","",2.5
9018,"Journal of Ethics & Social Philosophy","2009-01-01 05:00:00 UTC","Male","White",2,"5","5","Tenured faculty","Revise and resubmit","Acceptance",2.25
9019,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","Female","Asian",1,"4","5","Graduate student","Rejection","",0.06
9020,"Utilitas","2009-01-01 05:00:00 UTC","Male","Asian",2,"4","","Tenure track faculty","Rejection","",2.0
9021,"Journal of Applied Philosophy","2009-01-01 05:00:00 UTC","Female","",2,"3","4","Tenure track faculty","Revise and resubmit","Rejection",3.5
9022,"Journal of Philosophy","2009-01-01 05:00:00 UTC","","",0,"","2","Non-tenure track faculty","Rejection","",1.0
9023,"Analysis","2009-01-01 05:00:00 UTC","","",0,"","","Other","Acceptance","",0.5
9024,"Mind","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Revise and resubmit","Rejection",36.0
9025,"Philosophical Quarterly","2009-01-01 05:00:00 UTC","","",2,"2","","Other","Rejection","",1.0
9026,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Rejection","",5.5
9027,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",1.0
9030,"Philosophy and Public Affairs","2009-01-01 05:00:00 UTC","Male","White",0,"","4","Tenured faculty","Rejection","",2.0
9031,"Journal of Political Philosophy","2009-01-01 05:00:00 UTC","Male","Asian, White",0,"","3","Graduate student","Rejection","",0.25
9033,"Ethics","2009-01-01 05:00:00 UTC","Female","White",2,"5","5","Tenure track faculty","Revise and resubmit","",2.8
9034,"Analysis","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Acceptance","",0.5
9035,"Mind","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Rejection","Rejection",7.0
9036,"Philosophical Quarterly","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Rejection","Rejection",4.0
9037,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Conditional acceptance","Acceptance",4.0
9038,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",1.5
9040,"Nous","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",2.7
9041,"Philosophical Studies","2009-01-01 05:00:00 UTC","Female","",1,"2","2","Non-tenure track faculty","Rejection","",4.0
9042,"Economics and Philosophy","2009-01-01 05:00:00 UTC","Male","Asian, White",0,"","3","Graduate student","Rejection","",0.5
9043,"Journal of the History of Philosophy","2009-01-01 05:00:00 UTC","","",2,"2","3","Non-tenure track faculty","Rejection","",1.43
9044,"Synthese","2009-01-01 05:00:00 UTC","Female","",2,"2","5","Tenure track faculty","Rejection","",1.0
9045,"Analysis","2009-01-01 05:00:00 UTC","","",1,"","","Other","Rejection","",0.5
9046,"Mind","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Revise and resubmit","Rejection",11.0
9047,"Philosophical Quarterly","2009-01-01 05:00:00 UTC","","",2,"4","","Other","Rejection","Rejection",5.0
9048,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Acceptance","Acceptance",2.0
9049,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Revise and resubmit","Acceptance",3.0
9050,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","Male","White",1,"4","5","Tenure track faculty","Rejection","",1.5
9051,"Philosophical Review","2009-01-01 05:00:00 UTC","","",1,"4","5","Tenure track faculty","Rejection","",1.0
9052,"Acta Analytica","2009-01-01 05:00:00 UTC","Female","",2,"3","3","Tenure track faculty","Rejection","",0.9
9053,"British Journal for the Philosophy of Science","2009-01-01 05:00:00 UTC","","",0,"","2","Non-tenure track faculty","Rejection","",0.5
9054,"Oxford Studies in Ancient Philosophy","2009-01-01 05:00:00 UTC","","",1,"1","1","Non-tenure track faculty","Rejection","",9.0
9055,"Journal of Moral Philosophy","2009-01-01 05:00:00 UTC","","",1,"3","4","Graduate student","Rejection","",3.5
9056,"Analysis","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",1.0
9057,"Mind","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Revise and resubmit","Rejection",14.0
9058,"Philosophical Quarterly","2009-01-01 05:00:00 UTC","","",2,"4","","Other","Acceptance","Acceptance",1.0
9059,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Revise and resubmit","Acceptance",4.0
9060,"Journal of the History of Philosophy","2009-01-01 05:00:00 UTC","","",0,"","4","Tenure track faculty","Rejection","",1.0
9061,"Bioethics","2009-01-01 05:00:00 UTC","Male","",1,"3","5","Graduate student","Rejection","",2.5
9062,"Analysis","2009-01-01 05:00:00 UTC","","",0,"","","Tenure track faculty","Rejection","",1.0
9063,"Ethics","2009-01-01 05:00:00 UTC","Male","White",0,"","3","Graduate student","Rejection","",1.25
9064,"Mind","2009-01-01 05:00:00 UTC","Male","White",0,"","2","Graduate student","Rejection","",2.5
9065,"Philosophical Review","2009-01-01 05:00:00 UTC","Female","",0,"","","Tenure track faculty","Rejection","",0.5
9066,"Journal of Ethics & Social Philosophy","2009-01-01 05:00:00 UTC","","",2,"3","1","Tenure track faculty","Rejection","",3.0
9067,"Analysis","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",1.0
9068,"Mind","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","Rejection",14.0
9069,"Philosophical Quarterly","2009-01-01 05:00:00 UTC","","",2,"4","","Other","Acceptance","Acceptance",2.0
9070,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Rejection","Rejection",1.75
9071,"Philosophical Psychology","2009-01-01 05:00:00 UTC","Female","White",3,"5","5","Graduate student","Rejection","",4.5
9073,"Mind","2009-01-01 05:00:00 UTC","","",1,"","","Tenure track faculty","Revise and resubmit","Acceptance",4.0
9074,"Ethics","2009-01-01 05:00:00 UTC","Male","White",2,"3","5","Non-tenure track faculty","Rejection","",4.0
9075,"Canadian Journal of Philosophy","2009-01-01 05:00:00 UTC","Male","Asian",3,"4","5","Tenure track faculty","Rejection","",6.0
9076,"Philosophia","2009-01-01 05:00:00 UTC","","",1,"5","5","Graduate student","Rejection","",1.35
9077,"Journal of Ethics & Social Philosophy","2009-01-01 05:00:00 UTC","","",2,"1","1","Tenured faculty","Rejection","",4.0
9078,"Analysis","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",1.0
9079,"Mind","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Rejection","Rejection",10.0
9080,"Philosophical Quarterly","2009-01-01 05:00:00 UTC","","",2,"4","","Other","Acceptance","Acceptance",2.0
9081,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Rejection","Rejection",2.0
9082,"Journal of Medical Ethics","2009-01-01 05:00:00 UTC","Male","White",2,"2","3","Graduate student","Rejection","",1.75
9085,"Ethics and Information Technology","2009-01-01 05:00:00 UTC","Male","White",0,"","2","Non-tenure track faculty","Withdraw","",6.0
9086,"Philosophical Review","2009-01-01 05:00:00 UTC","Male","Asian",0,"","","Tenure track faculty","Rejection","",0.5
9087,"Analysis","2009-01-01 05:00:00 UTC","","",1,"4","4","Graduate student","Rejection","",2.0
9088,"Philosophers' Imprint","2009-01-01 05:00:00 UTC","Male","Mexican",0,"","","Tenure track faculty","Rejection","",5.2
9089,"Analysis","2009-01-01 05:00:00 UTC","","",0,"","","Other","Acceptance","",2.0
9090,"Mind","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Rejection","",12.0
9091,"Philosophical Quarterly","2009-01-01 05:00:00 UTC","","",2,"4","","Other","Rejection","",2.0
9092,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Rejection","Rejection",4.5
9093,"Journal of Medical Ethics","2009-01-01 05:00:00 UTC","Male","White",2,"3","2","Graduate student","Revise and resubmit","Withdraw",2.0
9094,"Oxford Studies in Ancient Philosophy","2009-01-01 05:00:00 UTC","","",1,"3","5","Graduate student","Rejection","",2.0
9095,"Mind and Language","2009-01-01 05:00:00 UTC","","",1,"1","2","Tenure track faculty","Rejection","",5.0
9096,"Synthese","2009-01-01 05:00:00 UTC","Male","Asian",2,"4","","Tenure track faculty","Rejection","",2.5
9097,"Nous","2009-01-01 05:00:00 UTC","Male","Hispanic/Latina/Latino",0,"","3","Graduate student","Rejection","",3.0
9098,"Philosophy and Public Affairs","2009-01-01 05:00:00 UTC","","",0,"","2","Graduate student","Rejection","",1.9
9099,"Philosophers' Imprint","2009-01-01 05:00:00 UTC","","",0,"","","Graduate student","Rejection","",1.0
9100,"Analysis","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Revise and resubmit","Acceptance",1.0
9101,"Mind","2009-01-01 05:00:00 UTC","","",1,"5","","Other","Rejection","",6.0
9102,"Philosophical Quarterly","2009-01-01 05:00:00 UTC","","",2,"4","","Other","Revise and resubmit","Acceptance",2.0
9103,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Revise and resubmit","Acceptance",6.0
9104,"Bioethics","2009-01-01 05:00:00 UTC","Male","White",1,"2","","Graduate student","Rejection","",2.0
9105,"Phronesis","2009-01-01 05:00:00 UTC","","",1,"3","4","Graduate student","Rejection","",2.0
9106,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","Male","White",0,"","","Graduate student","Rejection","",4.0
9107,"Philosophical Quarterly","2009-01-01 05:00:00 UTC","","",0,"","","Tenure track faculty","Rejection","",1.0
9108,"Phronesis","2009-01-01 05:00:00 UTC","Male","Hispanic/Latina/Latino",1,"2","5","Graduate student","Rejection","",1.5
9109,"Synthese","2009-01-01 05:00:00 UTC","Male","Hispanic/Latina/Latino",2,"4","5","Graduate student","Revise and resubmit","Acceptance",2.0
9110,"Mind","2009-01-01 05:00:00 UTC","","",0,"","2","Tenured faculty","Rejection","",2.0
9111,"Analysis","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Rejection","",1.0
9112,"Mind","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Rejection","",11.0
9113,"Philosophical Quarterly","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Revise and resubmit","Rejection",1.5
9114,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Acceptance","Acceptance",2.0
9115,"Journal of Philosophy","2009-01-01 05:00:00 UTC","Male","White",0,"","","Non-tenure track faculty","Rejection","",3.5
